Customer ID,Avg Days After Last Visit,Avg Money Spent on Ticket,Avg People Appeared With,Snacks Preferred,Loyalty Points,Membership Subscription,Willingness to Suggest Friends,Season,Total Visits Last 6 Months,Total Money Spent per Visit,Avg Money Spent per Visit,Distance Theatre from Residence
547839,23,5,3,Popcorn,98,Platinum,9,Non-holiday,15,14.6,0.973268448770082,5.5
332762,57,3,0,Nachos,27,Silver,2,Non-holiday,9,24.32,2.701922008665704,4.2
304794,26,5,3,Hotdog,97,None,1,Non-holiday,9,19.05,2.1164315076102658,5.0
981087,45,10,0,Popcorn,68,Platinum,1,Holiday,10,21.86,2.1857814218578144,5.1
246201,2,5,3,Popcorn,9,Gold,7,Non-holiday,8,19.28,2.4096987876515437,8.3
493092,7,5,2,Nachos,21,None,9,Non-holiday,9,14.06,1.56204866125986,0.1
192453,21,10,3,Popcorn,33,Silver,9,Non-holiday,14,15.1,1.0784943932576245,4.7
176521,35,5,2,None,4,Gold,6,Non-holiday,9,11.7,1.2998555716031552,5.9
381705,48,5,3,Nachos,8,Gold,10,Non-holiday,7,21.43,3.0609912869590055,4.5
968744,32,3,0,Popcorn,33,Platinum,4,Holiday,12,22.31,1.8590117490209148,1.5
431096,46,10,1,Popcorn,75,Platinum,3,Holiday,6,11.78,1.9630061656390598,5.4
731213,59,10,1,Popcorn,35,Silver,10,Holiday,17,19.49,1.1464031527557201,3.7
394867,12,5,3,Hotdog,82,Gold,8,Holiday,12,15.88,1.3232230647446048,8.2
724144,7,5,0,Nachos,53,Gold,5,Holiday,8,19.81,2.4759405074365706,5.3
839473,3,3,2,Popcorn,75,None,8,Holiday,10,26.61,2.6607339266073393,2.3
978433,34,5,1,Popcorn,3,None,6,Non-holiday,12,20.61,1.7173568869260896,1.2
357833,34,3,3,Nachos,21,Gold,1,Non-holiday,12,19.74,1.6448629280893259,3.4
178476,38,5,2,Popcorn,63,Gold,7,Non-holiday,19,12.9,0.6789116362296721,5.9
265756,46,5,4,Nachos,20,None,3,Non-holiday,12,25.84,2.1531539038413468,1.7
921884,31,3,2,Popcorn,11,None,9,Non-holiday,10,20.53,2.0527947205279475,5.0
623248,37,3,3,Popcorn,36,Gold,10,Non-holiday,15,22.73,1.515232317845477,7.7
415959,18,5,2,Popcorn,26,None,4,Non-holiday,10,18.05,1.8048195180481954,4.3
328532,40,5,1,Nachos,0,Gold,4,Non-holiday,11,26.01,2.3643305154076906,7.0
520198,23,3,3,Hotdog,76,None,10,Non-holiday,10,23.27,2.3267673232676733,5.1
771452,26,10,3,Popcorn,43,Silver,3,Non-holiday,6,19.13,3.1878020329945005,4.1
370507,15,5,4,Hotdog,4,Silver,5,Holiday,10,18.22,1.8218178182181781,6.8
959182,55,5,2,Popcorn,67,None,8,Non-holiday,12,17.38,1.448212648945921,5.3
455782,17,5,2,None,99,None,1,Holiday,10,20.75,2.074792520747925,6.9
350032,25,10,1,None,64,Silver,8,Holiday,11,16.09,1.4625943096082175,3.4
638021,41,3,2,Popcorn,20,Platinum,7,Non-holiday,7,25.87,3.6951864019425797,3.9
335732,3,3,2,Popcorn,6,None,5,Non-holiday,14,28.52,2.0369973573316194,3.8
681619,8,5,3,Hotdog,100,None,2,Non-holiday,6,29.65,4.940843192801199,6.7
684170,13,3,1,Popcorn,0,Silver,8,Holiday,9,17.1,1.8997889123430733,5.8
757216,54,10,0,Nachos,73,Gold,1,Non-holiday,15,21.9,1.459902673155123,5.0
302426,9,10,1,Popcorn,36,None,7,Holiday,8,19.53,2.440944881889764,7.6
193195,55,10,3,Popcorn,80,None,3,Non-holiday,6,21.33,3.554407598733544,3.7
325640,21,5,1,Popcorn,27,Silver,2,Holiday,8,19.31,2.41344831896013,2.5
703269,7,3,2,Popcorn,74,Platinum,8,Holiday,6,24.18,4.029328445259123,4.5
445958,20,10,4,Popcorn,33,None,9,Non-holiday,9,22.74,2.526385957115876,1.5
750586,53,5,3,Popcorn,6,None,1,Non-holiday,9,25.16,2.7952449727808024,4.3
742673,56,5,2,Popcorn,80,Gold,5,Non-holiday,11,19.01,1.728024725024998,4.2
542389,49,5,3,Hotdog,22,Silver,2,Holiday,7,27.53,3.9322953863733754,5.9
766398,45,10,4,None,34,Gold,8,Non-holiday,11,16.91,1.53713298791019,4.7
246651,46,5,2,Nachos,50,None,7,Non-holiday,10,24.03,2.4027597240275975,5.2
847482,36,5,1,Hotdog,35,None,2,Non-holiday,11,20.55,1.8680119989091903,3.9
848469,29,5,2,Popcorn,32,Silver,4,Non-holiday,9,19.53,2.169758915676036,6.7
368754,3,3,2,Popcorn,49,Platinum,4,Non-holiday,10,19.97,1.9968003199680031,6.2
225009,26,10,3,Popcorn,29,Silver,9,Holiday,10,20.36,2.0357964203579644,3.2
942532,14,5,2,Popcorn,72,None,2,Non-holiday,7,25.95,3.7066133409512925,3.3
560657,51,5,1,Popcorn,52,Gold,1,Non-holiday,10,15.17,1.5168483151684833,4.1
882939,50,10,2,Popcorn,0,Platinum,4,Non-holiday,1,12.88,12.86713286713287,7.1
960784,9,3,1,None,41,Gold,8,Holiday,9,20.74,2.304188423508499,5.0
883545,27,3,1,Popcorn,72,Gold,9,Non-holiday,8,32.98,4.1219847519060115,2.0
626883,39,5,2,Popcorn,41,None,8,Holiday,6,18.2,3.032827862022996,3.6
239917,7,10,1,None,31,Silver,9,Non-holiday,8,22.48,2.8096487939007626,5.5
376515,44,3,3,Popcorn,67,Silver,3,Holiday,14,24.03,1.7163059781444183,3.6
984678,12,10,0,Nachos,0,None,8,Non-holiday,13,22.85,1.7575571109914623,5.5
606888,29,10,1,None,11,Silver,4,Holiday,8,26.53,3.3158355205599306,5.4
794486,12,10,2,Popcorn,38,Silver,10,Holiday,10,21.32,2.1317868213178683,5.0
859857,50,3,3,Popcorn,9,None,6,Non-holiday,12,15.04,1.2532288975918673,2.4
145419,51,5,1,Nachos,11,None,2,Non-holiday,14,13.95,0.9963574030426398,4.9
582393,58,5,4,None,20,None,10,Non-holiday,9,31.0,3.444061770914343,1.4
608483,55,5,1,Popcorn,86,Gold,2,Non-holiday,10,20.77,2.076792320767923,4.2
270269,38,3,3,Popcorn,23,Silver,10,Non-holiday,13,30.27,2.3282824398123223,4.5
700634,50,5,0,Popcorn,14,Platinum,6,Non-holiday,6,17.57,2.9278453591068154,7.1
723573,20,5,3,Popcorn,88,Gold,10,Non-holiday,8,12.51,1.56355455568054,5.2
891092,1,3,2,Popcorn,98,Gold,2,Holiday,13,32.17,2.474425044227367,4.3
805775,55,3,3,Popcorn,11,None,8,Non-holiday,12,16.54,1.378218481793184,5.7
891930,47,3,1,Popcorn,96,Silver,3,Holiday,3,15.52,5.171609463512163,5.0
373069,4,5,2,Nachos,47,Silver,5,Non-holiday,6,12.54,2.0896517247125477,5.5
142537,58,5,3,Hotdog,81,Gold,7,Holiday,14,19.84,1.4170416398828656,2.9
715531,54,3,2,Popcorn,84,Gold,1,Non-holiday,7,24.79,3.540922725324953,5.0
539820,54,5,3,Nachos,32,None,3,Non-holiday,14,13.94,0.9956431683451182,0.8
960168,40,3,2,Popcorn,68,None,6,Non-holiday,4,13.44,3.359160209947513,7.4
901983,48,5,2,None,90,None,6,Non-holiday,10,18.82,1.8818118188181183,7.3
243838,59,3,1,Popcorn,3,None,4,Non-holiday,6,22.16,3.6927178803532743,5.9
858198,40,3,2,None,31,None,6,Non-holiday,16,19.95,1.246797075182801,8.7
332057,48,5,3,Popcorn,34,Platinum,10,Non-holiday,11,9.79,0.8899190982637941,5.1
359108,23,10,2,Popcorn,41,None,1,Non-holiday,12,26.69,2.2239813348887596,10.4
806515,24,5,4,Popcorn,16,Gold,7,Non-holiday,7,11.08,1.5826310527067562,3.7
442950,11,3,4,Nachos,57,Silver,8,Non-holiday,5,26.33,5.26494701059788,4.4
310181,4,3,1,Hotdog,98,Silver,9,Non-holiday,4,24.48,6.118470382404398,6.9
982329,12,5,1,Nachos,89,Silver,8,Non-holiday,9,14.55,1.6164870569936676,8.4
772288,58,10,3,Hotdog,45,Gold,8,Holiday,9,17.16,1.9064548383512945,4.4
197599,46,3,3,Popcorn,2,Silver,10,Holiday,12,18.24,1.5198733438880092,3.5
594403,4,5,2,Popcorn,53,Gold,2,Non-holiday,8,21.89,2.7359080114985628,9.2
958338,55,3,1,Popcorn,31,Platinum,5,Non-holiday,8,19.06,2.38220222472191,8.6
304849,3,5,1,None,81,Silver,9,Holiday,7,21.44,3.062419654335095,5.1
332189,54,3,2,Hotdog,77,None,1,Non-holiday,15,17.98,1.198586760882608,6.0
959122,23,3,3,Hotdog,20,Silver,6,Non-holiday,9,23.04,2.5597155871569828,6.4
524726,5,3,4,Popcorn,4,Gold,2,Non-holiday,10,20.41,2.0407959204079593,7.6
217105,16,5,1,Popcorn,59,None,7,Non-holiday,16,30.09,1.8805074682832321,5.9
466940,41,5,3,Popcorn,79,None,2,Holiday,15,24.88,1.6585560962602492,2.6
286919,27,5,2,Nachos,13,None,10,Holiday,10,14.58,1.4578542145785423,3.9
464366,38,3,2,Hotdog,25,Silver,8,Non-holiday,9,16.02,1.7798022441950896,3.3
866257,1,3,3,Nachos,72,Gold,2,Holiday,11,22.79,2.0716298518316516,8.0
918807,35,3,3,Popcorn,20,None,3,Non-holiday,9,20.55,2.2830796578157986,4.2
702347,57,10,2,Hotdog,52,Platinum,9,Holiday,10,24.45,2.4447555244475554,4.3
329091,34,3,5,Popcorn,71,Gold,3,Non-holiday,9,32.57,3.618486834796134,7.0
718191,36,10,1,Hotdog,63,Silver,10,Non-holiday,14,17.63,1.2591957717305906,5.8
563052,27,3,3,Hotdog,87,None,4,Non-holiday,10,24.29,2.4287571242875714,0.7
169397,54,5,3,Nachos,79,Silver,8,Holiday,12,17.07,1.4223814682109825,6.7
539725,56,5,2,Nachos,71,Silver,2,Holiday,10,20.93,2.092790720927907,3.3
628668,51,5,1,Nachos,4,None,9,Holiday,11,19.12,1.7380238160167258,6.7
304850,26,3,3,Nachos,38,None,4,Non-holiday,8,16.84,2.1047369078865144,0.7
716509,49,5,2,Popcorn,56,None,4,Non-holiday,11,17.8,1.6180347241159896,5.0
620456,26,3,2,Nachos,50,None,1,Holiday,13,18.39,1.4145065764171987,6.1
968810,2,3,1,Popcorn,58,Platinum,2,Holiday,9,19.25,2.1386512609710033,3.7
880473,10,3,1,Nachos,26,None,9,Non-holiday,10,20.52,2.0517948205179484,1.8
498067,11,5,3,None,91,Silver,8,Non-holiday,13,17.34,1.3337435581878319,3.1
898189,38,10,2,Popcorn,48,Silver,6,Non-holiday,13,28.47,2.189831551419122,6.4
223412,19,3,1,Nachos,44,Gold,9,Holiday,8,17.97,2.2459692538432696,5.1
545952,2,3,1,Hotdog,44,None,5,Non-holiday,13,21.19,1.629874625028844,5.3
199234,26,5,3,Nachos,50,Silver,8,Holiday,9,13.21,1.467614709476725,2.5
363227,24,5,1,Nachos,50,Silver,10,Non-holiday,10,17.94,1.7938206179382064,6.4
894429,11,3,0,Hotdog,82,Gold,2,Non-holiday,4,15.73,3.93151712071982,5.8
597505,23,3,2,Nachos,50,None,7,Holiday,9,9.34,1.0376624819464504,5.2
924543,1,10,2,Popcorn,95,Silver,3,Holiday,15,24.71,1.6472235184321047,3.6
927372,52,5,2,Hotdog,48,Silver,6,Holiday,9,27.0,2.999666703699589,4.9
346238,11,3,3,Nachos,3,None,8,Holiday,11,23.17,2.1061721661667123,1.8
531175,14,3,4,Hotdog,54,None,4,Holiday,12,20.81,1.7340221648195984,3.3
633917,51,10,2,Popcorn,17,Silver,8,Non-holiday,9,19.16,2.128652371958671,7.2
573360,45,5,4,Popcorn,80,Silver,3,Non-holiday,7,23.7,3.385230681331238,5.7
102023,8,10,4,Hotdog,65,Silver,5,Non-holiday,11,23.11,2.1007181165348605,7.8
630171,49,5,2,Popcorn,52,Silver,8,Non-holiday,6,27.33,4.554240959840026,5.6
215883,37,3,0,Hotdog,1,None,7,Non-holiday,13,21.78,1.6752557495577265,2.2
211282,21,10,1,Hotdog,83,None,8,Holiday,9,16.42,1.8242417509165652,3.7
938941,9,5,2,Nachos,96,Platinum,6,Non-holiday,9,17.39,1.9320075547161428,3.3
145270,1,3,2,Nachos,74,Silver,1,Holiday,10,23.47,2.346765323467653,8.1
923809,5,10,3,Nachos,31,None,10,Holiday,12,17.42,1.4515457045246232,5.1
351676,36,3,3,Hotdog,75,None,1,Holiday,9,30.66,3.406288190201089,3.3
309143,15,5,2,Popcorn,73,Platinum,4,Non-holiday,12,31.52,2.6264477960169987,7.3
278450,1,10,3,Popcorn,1,Silver,5,Non-holiday,8,23.86,2.982127234095738,5.8
716300,5,3,3,Hotdog,74,Gold,4,Non-holiday,10,22.47,2.2467753224677534,3.0
545759,51,5,1,Popcorn,27,Gold,10,Non-holiday,12,22.35,1.862344804599617,6.1
120400,16,3,1,Hotdog,62,Gold,7,Holiday,11,15.28,1.3889646395782203,4.0
730556,45,5,2,Popcorn,25,None,1,Holiday,8,24.85,3.1058617672790905,4.5
945168,2,10,2,Popcorn,85,None,7,Non-holiday,9,19.04,2.1153205199422285,1.6
943393,45,3,2,Hotdog,17,Gold,5,Holiday,11,13.32,1.2107990182710664,5.0
510987,19,3,1,Hotdog,30,None,3,Non-holiday,9,21.37,2.374180646594823,7.5
113126,36,3,2,Popcorn,66,None,8,Non-holiday,7,12.28,1.7540351378374517,3.6
992416,32,5,4,None,68,Silver,2,Non-holiday,8,11.75,1.4685664291963505,9.1
550379,38,3,3,Popcorn,50,Silver,8,Non-holiday,8,15.58,1.9472565929258845,5.1
106403,33,3,0,Nachos,26,Platinum,10,Non-holiday,5,13.39,2.67746450709858,2.8
425661,42,3,1,Nachos,43,Silver,2,Non-holiday,12,23.48,1.956503624697942,8.2
